claim_id,policy_id,loss_date,report_date,paid,reserve,status,cause,peril,settlement_date
606,2135,2022-07-19,2022-07-22,17916.83,0.0,Closed,n/a,Feuer,2022-09-21
607,2137,2023-10-22,2023-10-31,19982.69,0.0,Closed,n/a,Leitungswasser,2023-11-23
608,2141,2021-05-11,2021-05-17,16181.13,0.0,Closed,n/a,Elementar,2021-05-23
609,2146,2022-12-09,2022-12-30,68278.34,0.0,Closed,n/a,Leitungswasser,2023-02-26
610,2158,2023-12-11,2023-12-17,78695.36,0.0,Closed,n/a,Leitungswasser,2024-01-10
611,2160,2022-10-09,2022-11-04,2066.82,0.0,Closed,n/a,Sturm/Hagel,2022-12-07
612,2164,2024-01-03,2024-01-17,11834.16,0.0,Closed,n/a,Leitungswasser,2024-02-03
613,2166,2020-08-20,2020-08-24,115328.56,0.0,Closed,n/a,Leitungswasser,2020-10-05
614,2167,2024-11-24,2024-11-24,61800.19,25673.32,Open,n/a,Leitungswasser,2025-01-16
615,2170,2023-03-03,2023-03-16,4519.23,0.0,Closed,n/a,Sturm/Hagel,2023-03-30
616,2170,2023-08-08,2023-08-10,76318.79,0.0,Closed,n/a,Leitungswasser,2023-09-25
617,2171,2022-10-21,2022-11-16,4326.65,0.0,Closed,n/a,Sturm/Hagel,2022-11-29
618,2175,2024-01-15,2024-02-03,66324.52,0.0,Closed,n/a,Sturm/Hagel,2024-02-10
619,2175,2024-04-12,2024-04-13,161809.55,0.0,Closed,n/a,Leitungswasser,2024-04-20
620,2178,2022-11-14,2022-11-16,35119.51,0.0,Closed,n/a,Sturm/Hagel,2023-04-21
621,2178,2024-05-11,2024-05-19,12129.83,0.0,Closed,n/a,Feuer,2024-07-25
622,2180,2023-05-25,2023-05-26,4982.61,0.0,Closed,n/a,Sturm/Hagel,2023-05-29
623,2185,2022-08-05,2022-08-05,37857.33,0.0,Closed,n/a,Leitungswasser,2022-11-26
624,2192,2024-11-02,2024-11-26,22600.42,2684.43,Open,n/a,Sturm/Hagel,2025-03-03
625,2193,2022-11-27,2022-11-30,80422.67,0.0,Closed,n/a,Einbruchdiebstahl,2023-06-11
626,2195,2023-10-24,2023-10-24,77559.0,0.0,Closed,n/a,Leitungswasser,2023-12-04
627,2215,2024-03-08,2024-03-08,24465.55,0.0,Closed,n/a,Einbruchdiebstahl,2024-04-22
628,2215,2022-11-13,2022-11-24,42396.92,0.0,Closed,n/a,Sturm/Hagel,2022-12-22
629,2218,2023-05-05,2023-05-05,13767.74,0.0,Closed,n/a,Elementar,2023-06-10
630,2219,2021-03-22,2021-04-12,11380.08,0.0,Closed,n/a,Leitungswasser,2021-06-24
631,2221,2021-10-13,2021-10-18,2960.08,0.0,Closed,n/a,Feuer,2021-10-31
632,2225,2023-01-29,2023-01-30,4781.39,0.0,Closed,n/a,Elementar,2023-03-03
633,2225,2022-07-06,2022-07-07,17858.87,0.0,Closed,n/a,Feuer,2022-09-29
634,2226,2023-02-07,2023-02-14,17401.05,0.0,Closed,n/a,Leitungswasser,2023-03-21
635,2227,2022-12-30,2023-01-04,19209.46,0.0,Closed,n/a,Leitungswasser,2023-03-07
636,2232,2020-09-07,2020-10-23,19688.86,0.0,Closed,n/a,Leitungswasser,2020-11-07
637,2233,2023-02-05,2023-02-23,16409.14,0.0,Closed,n/a,Leitungswasser,2023-02-24
638,2234,2024-02-16,2024-04-15,11987.48,0.0,Closed,n/a,Leitungswasser,2024-06-16
639,2245,2024-08-10,2024-08-14,11394.38,0.0,Closed,n/a,Sturm/Hagel,2024-11-19
640,2252,2022-05-03,2022-05-09,21638.19,0.0,Closed,n/a,Sturm/Hagel,2022-06-01
641,2259,2021-12-12,2021-12-18,3269.7,0.0,Closed,n/a,Sturm/Hagel,2021-12-19
642,2261,2022-03-08,2022-04-14,13576.89,0.0,Closed,n/a,Leitungswasser,2022-06-21
643,2262,2023-06-12,2023-07-08,18053.83,0.0,Closed,n/a,Feuer,2023-07-28
644,2262,2022-06-02,2022-06-08,20850.68,0.0,Closed,n/a,Sturm/Hagel,2022-06-30
645,2263,2023-11-18,2023-11-21,40092.52,0.0,Closed,n/a,Sturm/Hagel,2023-12-13
646,2273,2020-06-27,2020-06-27,1529.03,0.0,Closed,n/a,Sturm/Hagel,2021-05-07
647,2273,2021-06-06,2021-06-15,4856.71,0.0,Closed,n/a,Leitungswasser,2021-10-09
648,2275,2023-03-15,2023-03-18,42146.37,0.0,Closed,n/a,Sturm/Hagel,2023-03-19
649,2278,2023-11-07,2023-11-22,1907.89,0.0,Closed,n/a,Leitungswasser,2024-01-05
650,2278,2024-02-21,2024-02-27,2265.31,0.0,Closed,n/a,Feuer,2024-06-07
651,2283,2020-12-30,2021-01-05,9242.58,0.0,Closed,n/a,Feuer,2021-02-09
652,2287,2023-09-18,2023-09-19,14810.14,0.0,Closed,n/a,Sturm/Hagel,2023-10-04
653,2287,2022-04-10,2022-05-12,17355.77,0.0,Closed,n/a,Feuer,2022-05-24
654,2291,2024-01-28,2024-02-03,3152.27,0.0,Closed,n/a,Leitungswasser,2024-08-13
655,2293,2023-06-03,2023-06-09,76423.72,0.0,Closed,n/a,Elementar,2023-06-26
656,2297,2022-03-30,2022-04-02,22839.5,0.0,Closed,n/a,Sturm/Hagel,2022-04-11
657,2298,2024-06-11,2024-06-21,3130.24,0.0,Closed,n/a,Einbruchdiebstahl,2024-10-13
658,2312,2021-08-27,2021-09-03,14443.65,0.0,Closed,n/a,Leitungswasser,2021-10-28
659,2314,2023-10-21,2023-11-06,11976.17,0.0,Closed,n/a,Elementar,2024-01-19
660,2329,2022-04-16,2022-05-01,40209.76,0.0,Closed,n/a,Sturm/Hagel,2022-05-13
661,2334,2023-03-17,2023-03-28,13899.89,0.0,Closed,n/a,Leitungswasser,2023-06-18
662,2335,2023-12-30,2024-01-07,116862.45,0.0,Closed,n/a,Feuer,2024-01-16
663,2335,2024-09-13,2024-09-14,192019.06,0.0,Closed,n/a,Elementar,2024-09-25
664,2338,2024-02-10,2024-02-13,20622.59,0.0,Closed,n/a,Einbruchdiebstahl,2024-04-27
665,2342,2021-12-19,2021-12-24,41215.62,0.0,Closed,n/a,Leitungswasser,2022-04-14
666,2345,2024-09-11,2024-09-28,13348.46,0.0,Closed,n/a,Sturm/Hagel,2024-11-11
667,2347,2021-12-02,2021-12-02,103594.15,0.0,Closed,n/a,Elementar,2022-04-06
668,2350,2022-08-16,2022-08-23,33028.15,0.0,Closed,n/a,Sturm/Hagel,2022-10-26
669,2356,2023-10-10,2023-10-24,22624.61,0.0,Closed,n/a,Feuer,2023-12-07
670,2357,2024-09-10,2024-09-17,11259.49,0.0,Closed,n/a,Sturm/Hagel,2024-09-22
671,2364,2022-08-22,2022-08-24,3460.91,0.0,Closed,n/a,Einbruchdiebstahl,2022-10-04
672,2364,2024-08-14,2024-08-16,24928.58,0.0,Closed,n/a,Sturm/Hagel,2024-08-16
673,2365,2024-06-12,2024-07-18,72642.43,0.0,Closed,n/a,Leitungswasser,2024-07-18
674,2368,2023-03-13,2023-03-14,15963.13,0.0,Closed,n/a,Feuer,2023-03-19
675,2369,2023-10-03,2023-10-03,17352.94,0.0,Closed,n/a,Leitungswasser,2023-10-11
676,2374,2021-09-15,2021-09-19,14542.09,0.0,Closed,n/a,Sturm/Hagel,2021-10-20
677,2374,2022-06-16,2022-06-27,37926.24,0.0,Closed,n/a,Leitungswasser,2022-08-09
678,2375,2020-08-28,2020-09-01,59150.1,0.0,Closed,n/a,Sturm/Hagel,2020-09-02
679,2380,2023-03-24,2023-04-02,69573.2,0.0,Closed,n/a,Sturm/Hagel,2023-05-26
680,2381,2020-12-04,2020-12-04,99425.19,0.0,Closed,n/a,Sturm/Hagel,2021-02-13
681,2385,2023-11-02,2023-11-03,19822.45,0.0,Closed,n/a,Leitungswasser,2024-02-15
682,2393,2022-07-17,2022-07-21,45360.77,0.0,Closed,n/a,Sturm/Hagel,2022-08-07
683,2400,2020-10-04,2020-10-04,81118.01,0.0,Closed,n/a,Leitungswasser,2020-10-30
684,2400,2021-11-24,2021-12-05,94794.99,0.0,Closed,n/a,Feuer,2022-02-06
685,2408,2021-11-26,2021-12-02,9709.97,0.0,Closed,n/a,Sturm/Hagel,2022-02-05
686,2408,2021-06-21,2021-06-21,8416.3,0.0,Closed,n/a,Leitungswasser,2021-07-12
687,2410,2021-08-14,2021-09-01,18892.33,0.0,Closed,n/a,Leitungswasser,2021-09-26
688,2412,2021-09-08,2021-10-01,7530.9,0.0,Closed,n/a,Leitungswasser,2021-10-17
689,2418,2022-07-14,2022-07-17,57356.97,0.0,Closed,n/a,Sturm/Hagel,2022-09-09
690,2420,2022-10-23,2022-11-07,12065.68,0.0,Closed,n/a,Leitungswasser,2022-11-08
691,2425,2022-12-13,2022-12-27,62109.57,0.0,Closed,n/a,Elementar,2023-01-22
692,2427,2023-08-24,2023-08-31,8105.36,0.0,Closed,n/a,Leitungswasser,2024-01-18
693,2442,2023-10-21,2023-10-22,80978.62,0.0,Closed,n/a,Sturm/Hagel,2023-12-23
694,2443,2022-06-01,2022-06-02,4111.93,0.0,Closed,n/a,Sturm/Hagel,2022-07-04
695,2450,2022-12-06,2022-12-24,57096.81,0.0,Closed,n/a,Elementar,2023-01-09
696,2450,2024-11-18,2024-11-30,83446.94,0.0,Closed,n/a,Leitungswasser,2024-12-10
697,2451,2023-11-07,2023-11-12,94488.92,0.0,Closed,n/a,Sturm/Hagel,2024-04-17
698,2451,2024-02-23,2024-02-27,54004.42,0.0,Closed,n/a,Leitungswasser,2024-04-29
699,2458,2024-02-19,2024-02-26,30460.73,0.0,Closed,n/a,Leitungswasser,2024-04-02
700,2460,2024-07-16,2024-07-17,101739.6,0.0,Closed,n/a,Leitungswasser,2024-09-08
701,2462,2022-03-19,2022-03-27,203111.4,0.0,Closed,n/a,Feuer,2022-04-19
702,2463,2024-07-19,2024-08-06,6853.56,0.0,Closed,n/a,Leitungswasser,2024-09-07
703,2468,2023-08-30,2023-09-09,3547.27,0.0,Closed,n/a,Elementar,2023-09-21
704,2471,2024-06-28,2024-07-04,17839.39,0.0,Closed,n/a,Elementar,2024-11-01
705,2475,2024-06-02,2024-06-02,95893.57,0.0,Closed,n/a,Leitungswasser,2024-06-26
706,2479,2022-12-22,2023-01-09,3856.46,0.0,Closed,n/a,Einbruchdiebstahl,2023-01-12
707,2479,2023-08-04,2023-08-07,1425.07,0.0,Closed,n/a,Leitungswasser,2023-10-28
708,2481,2021-03-13,2021-03-18,90469.65,0.0,Closed,n/a,Leitungswasser,2021-05-02
709,2485,2022-06-20,2022-07-03,7453.88,0.0,Closed,n/a,Sturm/Hagel,2022-12-01
710,2486,2023-03-12,2023-03-16,75151.19,0.0,Closed,n/a,Feuer,2023-04-03
711,2493,2024-07-21,2024-07-29,19513.09,0.0,Closed,n/a,Leitungswasser,2024-09-15
712,2496,2022-12-18,2023-01-28,1472.62,0.0,Closed,n/a,Sturm/Hagel,2023-02-21
713,2497,2023-01-26,2023-01-27,23064.4,0.0,Closed,n/a,Sturm/Hagel,2023-07-13
714,2500,2020-07-31,2020-08-30,30696.86,0.0,Closed,n/a,Leitungswasser,2020-09-07
715,2500,2022-01-21,2022-02-13,39259.52,0.0,Closed,n/a,Leitungswasser,2022-02-21
716,2502,2024-12-27,2024-12-31,37756.41,11663.34,Open,n/a,Sturm/Hagel,2025-05-05
717,2504,2021-03-07,2021-03-21,31532.72,0.0,Closed,n/a,Leitungswasser,2021-08-24
718,2505,2022-02-01,2022-02-22,33172.52,0.0,Closed,n/a,Einbruchdiebstahl,2022-02-23
719,2506,2020-04-20,2020-04-23,52141.2,0.0,Closed,n/a,Leitungswasser,2020-07-25
720,2510,2022-04-25,2022-05-06,29193.32,0.0,Closed,n/a,Leitungswasser,2022-09-04
721,2514,2023-02-20,2023-03-19,12284.12,0.0,Closed,n/a,Leitungswasser,2023-04-03
722,2515,2023-02-02,2023-02-12,15716.56,0.0,Closed,n/a,Elementar,2023-04-10
723,2525,2023-06-03,2023-06-07,28749.98,0.0,Closed,n/a,Sturm/Hagel,2023-07-07
724,2527,2020-12-29,2020-12-31,33434.55,0.0,Closed,n/a,Leitungswasser,2021-03-14
725,2530,2022-05-14,2022-05-29,19650.35,0.0,Closed,n/a,Leitungswasser,2022-06-07
726,2534,2020-03-18,2020-03-19,10303.76,0.0,Closed,n/a,Elementar,2020-03-20
727,2538,2022-02-27,2022-03-04,13103.7,0.0,Closed,n/a,Sturm/Hagel,2022-04-03
728,2552,2022-12-07,2022-12-16,21864.98,0.0,Closed,n/a,Sturm/Hagel,2023-01-26
729,2559,2023-02-24,2023-03-02,27770.32,0.0,Closed,n/a,Einbruchdiebstahl,2023-04-19
730,2559,2022-08-05,2022-10-02,4785.04,0.0,Closed,n/a,Sturm/Hagel,2022-10-20
731,2562,2020-08-15,2020-08-20,16712.01,0.0,Closed,n/a,Sturm/Hagel,2020-10-25
732,2562,2022-02-04,2022-02-28,118434.42,0.0,Closed,n/a,Feuer,2022-02-28
733,2564,2023-10-15,2023-10-18,24437.94,0.0,Closed,n/a,Einbruchdiebstahl,2024-01-08
734,2564,2024-11-16,2024-11-20,15925.07,6717.39,Open,n/a,Leitungswasser,2025-04-04
735,2565,2022-09-06,2022-09-17,54313.81,0.0,Closed,n/a,Leitungswasser,2022-12-22
736,2567,2023-10-22,2023-11-15,41882.16,0.0,Closed,n/a,Feuer,2023-11-22
737,2573,2024-01-14,2024-01-15,42016.88,0.0,Closed,n/a,Einbruchdiebstahl,2024-05-31
738,2575,2021-10-21,2021-10-27,88173.88,0.0,Closed,n/a,Leitungswasser,2021-11-18
739,2576,2021-09-06,2021-09-06,8333.26,0.0,Closed,n/a,Sturm/Hagel,2022-03-26
740,2580,2024-03-21,2024-04-04,7462.53,0.0,Closed,n/a,Einbruchdiebstahl,2024-05-21
741,2587,2023-12-07,2024-01-17,62554.16,0.0,Closed,n/a,Elementar,2024-03-06
742,2596,2024-09-10,2024-09-14,98693.87,60978.8,Open,n/a,Leitungswasser,2025-01-08
743,2597,2024-02-12,2024-02-17,8072.76,0.0,Closed,n/a,Leitungswasser,2024-03-31
744,2597,2024-04-30,2024-05-15,21090.11,0.0,Closed,n/a,Einbruchdiebstahl,2024-05-31
745,2602,2022-03-10,2022-03-12,5398.29,0.0,Closed,n/a,Sturm/Hagel,2022-04-13
746,2603,2022-01-11,2022-01-14,39414.27,0.0,Closed,n/a,Leitungswasser,2022-02-08
747,2604,2024-06-12,2024-07-01,11019.52,0.0,Closed,n/a,Leitungswasser,2024-07-30
748,2617,2021-08-12,2021-08-19,28295.83,0.0,Closed,n/a,Leitungswasser,2022-04-12
749,2619,2023-07-26,2023-07-28,36160.54,0.0,Closed,n/a,Leitungswasser,2023-08-01
750,2623,2024-07-30,2024-07-31,6246.61,0.0,Closed,n/a,Sturm/Hagel,2024-08-09
751,2631,2024-07-15,2024-07-30,11352.27,0.0,Closed,n/a,Leitungswasser,2024-07-30
752,2634,2023-09-11,2023-09-16,6578.23,0.0,Closed,n/a,Sturm/Hagel,2024-04-02
753,2635,2023-04-30,2023-05-24,10660.88,0.0,Closed,n/a,Leitungswasser,2023-06-11
754,2640,2023-02-23,2023-03-01,10757.56,0.0,Closed,n/a,Elementar,2023-04-24
755,2640,2023-08-04,2023-08-08,12999.22,0.0,Closed,n/a,Einbruchdiebstahl,2023-09-20
756,2652,2024-04-05,2024-04-06,53887.2,0.0,Closed,n/a,Leitungswasser,2024-07-28
757,2653,2022-04-28,2022-05-09,207185.08,0.0,Closed,n/a,Leitungswasser,2022-05-10
758,2653,2021-08-04,2021-08-12,47117.39,0.0,Closed,n/a,Sturm/Hagel,2021-09-13
759,2653,2022-02-01,2022-02-07,36462.62,0.0,Closed,n/a,Leitungswasser,2022-02-07
760,2653,2021-12-26,2022-01-23,57560.13,0.0,Closed,n/a,Einbruchdiebstahl,2022-03-11
761,2661,2024-05-05,2024-05-09,37917.9,0.0,Closed,n/a,Leitungswasser,2024-08-29
762,2661,2024-02-19,2024-03-24,38727.83,0.0,Closed,n/a,Sturm/Hagel,2024-08-10
763,2662,2024-02-18,2024-03-08,33385.0,0.0,Closed,n/a,Elementar,2024-04-27
764,2664,2023-12-30,2023-12-30,14171.19,0.0,Closed,n/a,Elementar,2024-02-19
765,2664,2023-08-23,2023-08-31,2213.98,0.0,Closed,n/a,Elementar,2024-02-20
766,2666,2024-08-27,2024-09-16,8396.02,1632.57,Open,n/a,Sturm/Hagel,2025-02-15
767,2668,2023-02-17,2023-02-28,25408.02,0.0,Closed,n/a,Einbruchdiebstahl,2023-04-14
768,2669,2023-11-04,2023-11-05,76449.19,0.0,Closed,n/a,Leitungswasser,2023-12-08
769,2669,2022-10-07,2022-10-09,55102.87,0.0,Closed,n/a,Sturm/Hagel,2022-10-20
770,2669,2023-05-12,2023-05-22,22919.81,0.0,Closed,n/a,Leitungswasser,2023-06-11
771,2671,2023-05-16,2023-05-24,19479.92,0.0,Closed,n/a,Leitungswasser,2023-06-13
772,2681,2024-10-02,2024-10-02,12840.33,0.0,Closed,n/a,Leitungswasser,2024-10-18
773,2681,2022-04-07,2022-04-14,55685.99,0.0,Closed,n/a,Sturm/Hagel,2022-04-18
774,2683,2023-03-07,2023-03-17,24653.08,0.0,Closed,n/a,Elementar,2023-08-21
775,2694,2024-05-22,2024-06-09,21800.61,0.0,Closed,n/a,Sturm/Hagel,2024-07-07
776,2695,2022-06-11,2022-06-24,18851.45,0.0,Closed,n/a,Leitungswasser,2022-07-20
777,2701,2023-06-21,2023-06-23,100057.03,0.0,Closed,n/a,Elementar,2023-07-22
778,2706,2024-05-31,2024-06-02,7566.74,0.0,Closed,n/a,Sturm/Hagel,2024-07-07
779,2709,2023-07-26,2023-07-28,36798.03,0.0,Closed,n/a,Leitungswasser,2023-08-30
780,2712,2023-12-24,2024-01-03,88491.04,0.0,Closed,n/a,Leitungswasser,2024-05-09
781,2715,2023-02-18,2023-02-18,88816.97,0.0,Closed,n/a,Sturm/Hagel,2023-07-01
782,2717,2022-03-07,2022-03-07,81341.48,0.0,Closed,n/a,Sturm/Hagel,2022-09-27
783,2720,2024-01-12,2024-02-27,11880.14,0.0,Closed,n/a,Einbruchdiebstahl,2024-03-02
784,2723,2022-08-08,2022-08-08,29169.44,0.0,Closed,n/a,Leitungswasser,2022-08-27
785,2725,2022-08-23,2022-09-04,52355.23,0.0,Closed,n/a,Sturm/Hagel,2022-09-13
786,2726,2023-08-21,2023-08-29,11504.88,0.0,Closed,n/a,Sturm/Hagel,2023-12-16
787,2729,2022-09-10,2022-09-14,38505.73,0.0,Closed,n/a,Leitungswasser,2023-01-04
788,2735,2022-11-30,2022-12-14,8359.49,0.0,Closed,n/a,Sturm/Hagel,2023-10-15
789,2736,2023-01-10,2023-01-18,21831.49,0.0,Closed,n/a,Leitungswasser,2023-03-01
790,2744,2023-04-22,2023-05-02,19600.69,0.0,Closed,n/a,Leitungswasser,2023-06-02
791,2752,2022-08-14,2022-08-20,58137.58,0.0,Closed,n/a,Elementar,2022-08-21
792,2753,2021-10-05,2021-11-02,2052.88,0.0,Closed,n/a,Elementar,2021-11-15
793,2753,2021-10-24,2021-10-25,24436.98,0.0,Closed,n/a,Sturm/Hagel,2021-12-08
794,2754,2024-11-04,2024-11-13,16050.92,1746.56,Open,n/a,Leitungswasser,2025-02-09
795,2759,2024-06-03,2024-06-28,21382.31,0.0,Closed,n/a,Sturm/Hagel,2024-07-19
796,2761,2022-09-29,2022-10-03,9033.12,0.0,Closed,n/a,Sturm/Hagel,2022-12-27
797,2762,2024-01-24,2024-02-08,6934.93,0.0,Closed,n/a,Leitungswasser,2024-03-02
798,2762,2023-03-07,2023-03-12,49079.25,0.0,Closed,n/a,Feuer,2023-03-13
799,2763,2022-09-04,2022-09-08,7518.46,0.0,Closed,n/a,Sturm/Hagel,2022-11-18
800,2764,2022-11-03,2022-11-04,26614.72,0.0,Closed,n/a,Leitungswasser,2023-02-07
801,2770,2021-01-29,2021-02-11,29130.64,0.0,Closed,n/a,Leitungswasser,2021-04-16
802,2779,2022-09-03,2022-09-04,85739.03,0.0,Closed,n/a,Leitungswasser,2022-11-09
803,2788,2022-01-05,2022-01-05,19549.35,0.0,Closed,n/a,Leitungswasser,2022-01-31
804,2794,2023-07-09,2023-07-10,7804.62,0.0,Closed,n/a,Sturm/Hagel,2023-08-04
805,2799,2020-11-29,2020-12-23,14527.97,0.0,Closed,n/a,Leitungswasser,2020-12-25
806,2804,2024-04-10,2024-04-12,24221.2,0.0,Closed,n/a,Leitungswasser,2024-06-05
807,2806,2022-07-14,2022-07-15,25469.76,0.0,Closed,n/a,Leitungswasser,2022-09-05
808,2816,2023-08-01,2023-08-17,30809.46,0.0,Closed,n/a,Feuer,2023-09-28
809,2828,2022-01-25,2022-01-29,14703.38,0.0,Closed,n/a,Sturm/Hagel,2022-02-25
810,2829,2022-08-13,2022-09-16,5581.61,0.0,Closed,n/a,Leitungswasser,2022-09-17
811,2830,2023-12-25,2024-01-13,5638.35,0.0,Closed,n/a,Elementar,2024-05-22
812,2837,2024-04-01,2024-04-14,10916.44,0.0,Closed,n/a,Elementar,2024-09-03
813,2853,2021-03-03,2021-03-12,52675.13,0.0,Closed,n/a,Leitungswasser,2021-05-08
814,2855,2023-12-24,2023-12-25,21128.06,0.0,Closed,n/a,Leitungswasser,2023-12-31
815,2857,2022-10-09,2022-10-17,32239.51,0.0,Closed,n/a,Leitungswasser,2022-12-15
816,2857,2022-02-05,2022-03-02,1020.06,0.0,Closed,n/a,Feuer,2022-04-10
817,2858,2023-05-19,2023-05-24,14361.71,0.0,Closed,n/a,Leitungswasser,2023-07-31
818,2858,2024-04-06,2024-04-10,3165.03,0.0,Closed,n/a,Sturm/Hagel,2024-08-04
819,2862,2023-06-28,2023-07-12,28576.86,0.0,Closed,n/a,Leitungswasser,2023-09-12
820,2866,2023-04-12,2023-04-18,3829.91,0.0,Closed,n/a,Feuer,2023-09-30
821,2867,2020-07-11,2020-07-16,6910.15,0.0,Closed,n/a,Leitungswasser,2020-08-22
822,2871,2023-06-06,2023-06-23,11867.07,0.0,Closed,n/a,Feuer,2023-07-07
823,2879,2024-09-18,2024-09-21,19262.65,3575.03,Open,n/a,Leitungswasser,2025-01-31
824,2880,2023-10-27,2023-11-24,4504.24,0.0,Closed,n/a,Leitungswasser,2023-12-12
825,2890,2024-03-28,2024-03-31,9820.7,0.0,Closed,n/a,Elementar,2024-06-01
826,2902,2022-02-11,2022-03-07,9296.55,0.0,Closed,n/a,Leitungswasser,2022-05-25
827,2903,2023-12-24,2023-12-29,55313.26,0.0,Closed,n/a,Sturm/Hagel,2024-04-21
828,2910,2022-12-08,2022-12-08,28945.03,0.0,Closed,n/a,Sturm/Hagel,2022-12-15
829,2912,2022-07-02,2022-07-10,8743.56,0.0,Closed,n/a,Sturm/Hagel,2022-08-07
830,2915,2022-09-09,2022-09-13,6562.11,0.0,Closed,n/a,Leitungswasser,2022-10-01
831,2915,2022-03-01,2022-03-02,23267.65,0.0,Closed,n/a,Sturm/Hagel,2022-06-30
832,2916,2022-04-26,2022-05-10,26431.12,0.0,Closed,n/a,Leitungswasser,2022-06-11
833,2919,2024-02-21,2024-02-21,49626.35,0.0,Closed,n/a,Leitungswasser,2024-03-12
834,2930,2020-12-16,2021-01-03,11815.7,0.0,Closed,n/a,Einbruchdiebstahl,2021-03-05
835,2932,2022-04-17,2022-04-17,16863.32,0.0,Closed,n/a,Leitungswasser,2022-05-08
836,2935,2022-01-06,2022-01-08,270468.7,0.0,Closed,n/a,Elementar,2022-03-28
837,2935,2022-05-02,2022-05-02,16072.7,0.0,Closed,n/a,Leitungswasser,2022-05-11
838,2935,2021-05-23,2021-05-23,5948.39,0.0,Closed,n/a,Leitungswasser,2021-06-01
839,2937,2023-03-10,2023-03-18,34239.08,0.0,Closed,n/a,Leitungswasser,2023-05-21
840,2948,2022-07-21,2022-07-29,25692.04,0.0,Closed,n/a,Leitungswasser,2022-09-08
841,2957,2024-02-05,2024-02-25,96742.5,0.0,Closed,n/a,Feuer,2024-02-28
842,2965,2021-07-29,2021-08-02,2896.74,0.0,Closed,n/a,Leitungswasser,2021-09-01
843,2968,2024-05-17,2024-05-28,52411.38,0.0,Closed,n/a,Elementar,2024-08-27
844,2968,2024-07-24,2024-07-28,9735.87,0.0,Closed,n/a,Sturm/Hagel,2024-08-19
845,2969,2024-03-04,2024-03-11,14533.23,0.0,Closed,n/a,Leitungswasser,2024-05-16
846,2969,2022-12-04,2022-12-13,16893.52,0.0,Closed,n/a,Elementar,2023-01-09
847,2969,2023-07-20,2023-07-27,23372.01,0.0,Closed,n/a,Feuer,2023-08-31
848,2971,2023-02-15,2023-02-21,13019.22,0.0,Closed,n/a,Elementar,2023-03-10
849,2972,2022-10-31,2022-11-14,41456.18,0.0,Closed,n/a,Einbruchdiebstahl,2023-01-01
850,2976,2024-08-17,2024-08-26,18445.53,0.0,Closed,n/a,Leitungswasser,2024-09-10
851,2981,2023-02-21,2023-03-15,24638.6,0.0,Closed,n/a,Leitungswasser,2023-04-08
852,2981,2023-08-14,2023-08-19,33673.17,0.0,Closed,n/a,Einbruchdiebstahl,2023-09-14
853,2981,2021-10-17,2021-10-20,29356.58,0.0,Closed,n/a,Leitungswasser,2021-11-09
854,2982,2023-12-06,2023-12-20,4469.29,0.0,Closed,n/a,Sturm/Hagel,2024-04-30
855,2984,2024-12-23,2024-12-26,16960.84,4798.93,Open,n/a,Leitungswasser,2025-01-21
856,2984,2024-10-29,2024-11-10,4451.45,0.0,Closed,n/a,Sturm/Hagel,2024-12-19
857,2985,2022-01-30,2022-02-15,28792.32,0.0,Closed,n/a,Leitungswasser,2022-02-19
858,2989,2021-12-17,2021-12-21,13279.33,0.0,Closed,n/a,Elementar,2022-08-25
859,2990,2024-07-30,2024-08-25,3463.52,0.0,Closed,n/a,Feuer,2024-11-16
860,2994,2021-12-19,2021-12-20,14267.51,0.0,Closed,n/a,Einbruchdiebstahl,2022-02-15
861,2997,2022-02-26,2022-03-04,3360.91,0.0,Closed,n/a,Feuer,2022-03-21
862,2997,2021-01-23,2021-02-23,3667.25,0.0,Closed,n/a,Einbruchdiebstahl,2021-06-26
863,3001,2021-01-08,2021-01-23,18077.23,0.0,Closed,n/a,Leitungswasser,2021-02-02
864,3001,2023-09-07,2023-09-07,29015.45,0.0,Closed,n/a,Leitungswasser,2024-02-10
865,3004,2024-07-28,2024-07-30,95738.51,14127.84,Open,n/a,Sturm/Hagel,2025-01-22
866,3004,2024-06-09,2024-06-26,40481.65,0.0,Closed,n/a,Sturm/Hagel,2024-10-17
867,3013,2023-04-20,2023-04-29,11462.95,0.0,Closed,n/a,Sturm/Hagel,2023-07-06
868,3014,2023-10-24,2023-10-30,7446.24,0.0,Closed,n/a,Sturm/Hagel,2024-02-17
869,3014,2022-06-20,2022-06-25,24857.35,0.0,Closed,n/a,Sturm/Hagel,2022-09-21
870,3015,2020-08-12,2020-08-15,66998.19,0.0,Closed,n/a,Feuer,2020-10-20
871,3019,2024-04-29,2024-05-03,40434.3,0.0,Closed,n/a,Sturm/Hagel,2024-06-20
872,3020,2024-08-03,2024-08-29,52083.64,0.0,Closed,n/a,Leitungswasser,2024-10-22
873,3026,2023-11-17,2023-11-23,33025.59,0.0,Closed,n/a,Leitungswasser,2023-12-21
874,3031,2024-01-28,2024-03-04,21894.54,0.0,Closed,n/a,Leitungswasser,2024-04-13
875,3034,2021-05-17,2021-06-19,15819.76,0.0,Closed,n/a,Elementar,2021-07-13
876,3042,2024-10-25,2024-11-03,76192.73,0.0,Closed,n/a,Sturm/Hagel,2024-11-27
877,3043,2022-09-30,2022-10-05,10499.49,0.0,Closed,n/a,Leitungswasser,2022-11-11
