policy_id,factor_name,factor_level
1894,roof_material,Ziegel
1894,heizung,Wärmepumpe
1895,plz_zone,D
1895,baujahr_klasse,<1950
1895,dachart,Flach
1895,nutzung,Eigennutzung
1895,gebaeudeart,EFH
1895,sicherungen,Erweitert
1895,hochwasserzone,HWZ3
1895,roof_material,Blech
1895,heizung,Gas
1896,plz_zone,C
1896,baujahr_klasse,2000-2009
1896,dachart,Flach
1896,nutzung,Vermietet
1896,gebaeudeart,EFH
1896,sicherungen,Erweitert
1896,hochwasserzone,HWZ2
1896,roof_material,Schiefer
1896,heizung,Fernwärme
1897,plz_zone,D
1897,baujahr_klasse,<1950
1897,dachart,Flach
1897,nutzung,Eigennutzung
1897,gebaeudeart,MFH
1897,sicherungen,Standard
1897,hochwasserzone,HWZ1
1897,roof_material,Schiefer
1897,heizung,Fernwärme
1898,plz_zone,D
1898,baujahr_klasse,1950-1979
1898,dachart,Sattel
1898,nutzung,Vermietet
1898,gebaeudeart,DHH
1898,sicherungen,Standard
1898,hochwasserzone,HWZ1
1898,roof_material,Ziegel
1898,heizung,Oel
1899,plz_zone,A
1899,baujahr_klasse,1980-1999
1899,dachart,Walmdach
1899,nutzung,Eigennutzung
1899,gebaeudeart,Reihenhaus
1899,sicherungen,Standard
1899,hochwasserzone,HWZ0
1899,roof_material,Bitumen
1899,heizung,Wärmepumpe
1900,plz_zone,A
1900,baujahr_klasse,1950-1979
1900,dachart,Flach
1900,nutzung,Vermietet
1900,gebaeudeart,EFH
1900,sicherungen,Erweitert
1900,hochwasserzone,HWZ3
1900,roof_material,Bitumen
1900,heizung,Wärmepumpe
1901,plz_zone,A
1901,baujahr_klasse,<1950
1901,dachart,Flach
1901,nutzung,Eigennutzung
1901,gebaeudeart,MFH
1901,sicherungen,Erweitert
1901,hochwasserzone,HWZ3
1901,roof_material,Blech
1901,heizung,Oel
1902,plz_zone,D
1902,baujahr_klasse,<1950
1902,dachart,Sattel
1902,nutzung,Vermietet
1902,gebaeudeart,Reihenhaus
1902,sicherungen,Erweitert
1902,hochwasserzone,HWZ2
1902,roof_material,Bitumen
1902,heizung,Gas
1903,plz_zone,C
1903,baujahr_klasse,1980-1999
1903,dachart,Walmdach
1903,nutzung,Vermietet
1903,gebaeudeart,EFH
1903,sicherungen,Standard
1903,hochwasserzone,HWZ3
1903,roof_material,Schiefer
1903,heizung,Fernwärme
1904,plz_zone,A
1904,baujahr_klasse,1980-1999
1904,dachart,Sattel
1904,nutzung,Eigennutzung
1904,gebaeudeart,MFH
1904,sicherungen,Erweitert
1904,hochwasserzone,HWZ2
1904,roof_material,Bitumen
1904,heizung,Wärmepumpe
1905,plz_zone,C
1905,baujahr_klasse,1980-1999
1905,dachart,Flach
1905,nutzung,Eigennutzung
1905,gebaeudeart,EFH
1905,sicherungen,Standard
1905,hochwasserzone,HWZ1
1905,roof_material,Bitumen
1905,heizung,Gas
1906,plz_zone,A
1906,baujahr_klasse,2010+
1906,dachart,Walmdach
1906,nutzung,Eigennutzung
1906,gebaeudeart,Reihenhaus
1906,sicherungen,Erweitert
1906,hochwasserzone,HWZ0
1906,roof_material,Blech
1906,heizung,Wärmepumpe
1907,plz_zone,A
1907,baujahr_klasse,1980-1999
1907,dachart,Flach
1907,nutzung,Eigennutzung
1907,gebaeudeart,EFH
1907,sicherungen,Erweitert
1907,hochwasserzone,HWZ0
1907,roof_material,Bitumen
1907,heizung,Oel
1908,plz_zone,A
1908,baujahr_klasse,1950-1979
1908,dachart,Flach
1908,nutzung,Eigennutzung
1908,gebaeudeart,MFH
1908,sicherungen,Erweitert
1908,hochwasserzone,HWZ3
1908,roof_material,Schiefer
1908,heizung,Gas
1909,plz_zone,D
1909,baujahr_klasse,<1950
1909,dachart,Walmdach
1909,nutzung,Eigennutzung
1909,gebaeudeart,Reihenhaus
1909,sicherungen,Erweitert
1909,hochwasserzone,HWZ0
1909,roof_material,Blech
1909,heizung,Wärmepumpe
1910,plz_zone,D
1910,baujahr_klasse,<1950
1910,dachart,Sattel
1910,nutzung,Vermietet
1910,gebaeudeart,MFH
1910,sicherungen,Standard
1910,hochwasserzone,HWZ2
1910,roof_material,Schiefer
1910,heizung,Oel
1911,plz_zone,A
1911,baujahr_klasse,1950-1979
1911,dachart,Sattel
1911,nutzung,Eigennutzung
1911,gebaeudeart,MFH
1911,sicherungen,Erweitert
1911,hochwasserzone,HWZ3
1911,roof_material,Schiefer
1911,heizung,Gas
1912,plz_zone,B
1912,baujahr_klasse,1950-1979
1912,dachart,Sattel
1912,nutzung,Eigennutzung
1912,gebaeudeart,EFH
1912,sicherungen,Standard
1912,hochwasserzone,HWZ3
1912,roof_material,Blech
1912,heizung,Gas
1913,plz_zone,D
1913,baujahr_klasse,2010+
1913,dachart,Sattel
1913,nutzung,Eigennutzung
1913,gebaeudeart,DHH
1913,sicherungen,Erweitert
1913,hochwasserzone,HWZ3
1913,roof_material,Blech
1913,heizung,Fernwärme
1914,plz_zone,C
1914,baujahr_klasse,<1950
1914,dachart,Flach
1914,nutzung,Eigennutzung
1914,gebaeudeart,EFH
1914,sicherungen,Erweitert
1914,hochwasserzone,HWZ0
1914,roof_material,Blech
1914,heizung,Gas
1915,plz_zone,A
1915,baujahr_klasse,1980-1999
1915,dachart,Flach
1915,nutzung,Eigennutzung
1915,gebaeudeart,DHH
1915,sicherungen,Erweitert
1915,hochwasserzone,HWZ1
1915,roof_material,Bitumen
1915,heizung,Oel
1916,plz_zone,B
1916,baujahr_klasse,2010+
1916,dachart,Sattel
1916,nutzung,Eigennutzung
1916,gebaeudeart,MFH
1916,sicherungen,Standard
1916,hochwasserzone,HWZ3
1916,roof_material,Blech
1916,heizung,Wärmepumpe
1917,plz_zone,A
1917,baujahr_klasse,1950-1979
1917,dachart,Walmdach
1917,nutzung,Eigennutzung
1917,gebaeudeart,Reihenhaus
1917,sicherungen,Standard
1917,hochwasserzone,HWZ3
1917,roof_material,Ziegel
1917,heizung,Wärmepumpe
1918,plz_zone,C
1918,baujahr_klasse,1950-1979
1918,dachart,Flach
1918,nutzung,Eigennutzung
1918,gebaeudeart,Reihenhaus
1918,sicherungen,Standard
1918,hochwasserzone,HWZ0
1918,roof_material,Ziegel
1918,heizung,Oel
1919,plz_zone,B
1919,baujahr_klasse,1980-1999
1919,dachart,Sattel
1919,nutzung,Eigennutzung
1919,gebaeudeart,EFH
1919,sicherungen,Standard
1919,hochwasserzone,HWZ1
1919,roof_material,Bitumen
1919,heizung,Gas
1920,plz_zone,C
1920,baujahr_klasse,2000-2009
1920,dachart,Flach
1920,nutzung,Vermietet
1920,gebaeudeart,EFH
1920,sicherungen,Erweitert
1920,hochwasserzone,HWZ0
1920,roof_material,Bitumen
1920,heizung,Fernwärme
1921,plz_zone,A
1921,baujahr_klasse,2010+
1921,dachart,Sattel
1921,nutzung,Vermietet
1921,gebaeudeart,Reihenhaus
1921,sicherungen,Erweitert
1921,hochwasserzone,HWZ0
1921,roof_material,Ziegel
1921,heizung,Gas
1922,plz_zone,C
1922,baujahr_klasse,2010+
1922,dachart,Walmdach
1922,nutzung,Eigennutzung
1922,gebaeudeart,Reihenhaus
1922,sicherungen,Erweitert
1922,hochwasserzone,HWZ1
1922,roof_material,Bitumen
1922,heizung,Wärmepumpe
1923,plz_zone,A
1923,baujahr_klasse,1980-1999
1923,dachart,Walmdach
1923,nutzung,Vermietet
1923,gebaeudeart,DHH
1923,sicherungen,Standard
1923,hochwasserzone,HWZ0
1923,roof_material,Bitumen
1923,heizung,Oel
1924,plz_zone,B
1924,baujahr_klasse,2010+
1924,dachart,Walmdach
1924,nutzung,Eigennutzung
1924,gebaeudeart,Reihenhaus
1924,sicherungen,Erweitert
1924,hochwasserzone,HWZ0
1924,roof_material,Bitumen
1924,heizung,Wärmepumpe
1925,plz_zone,B
1925,baujahr_klasse,1950-1979
1925,dachart,Sattel
1925,nutzung,Eigennutzung
1925,gebaeudeart,EFH
1925,sicherungen,Erweitert
1925,hochwasserzone,HWZ1
1925,roof_material,Ziegel
1925,heizung,Gas
1926,plz_zone,A
1926,baujahr_klasse,1950-1979
1926,dachart,Sattel
1926,nutzung,Eigennutzung
1926,gebaeudeart,DHH
1926,sicherungen,Standard
1926,hochwasserzone,HWZ0
1926,roof_material,Ziegel
1926,heizung,Fernwärme
1927,plz_zone,C
1927,baujahr_klasse,1950-1979
1927,dachart,Flach
1927,nutzung,Vermietet
1927,gebaeudeart,EFH
1927,sicherungen,Erweitert
1927,hochwasserzone,HWZ0
1927,roof_material,Ziegel
1927,heizung,Oel
1928,plz_zone,A
1928,baujahr_klasse,2000-2009
1928,dachart,Flach
1928,nutzung,Eigennutzung
1928,gebaeudeart,Reihenhaus
1928,sicherungen,Standard
1928,hochwasserzone,HWZ2
1928,roof_material,Blech
1928,heizung,Oel
1929,plz_zone,B
1929,baujahr_klasse,1980-1999
1929,dachart,Walmdach
1929,nutzung,Eigennutzung
1929,gebaeudeart,DHH
1929,sicherungen,Erweitert
1929,hochwasserzone,HWZ1
1929,roof_material,Blech
1929,heizung,Oel
1930,plz_zone,A
1930,baujahr_klasse,1980-1999
1930,dachart,Walmdach
1930,nutzung,Vermietet
1930,gebaeudeart,EFH
1930,sicherungen,Standard
1930,hochwasserzone,HWZ2
1930,roof_material,Ziegel
1930,heizung,Wärmepumpe
1931,plz_zone,C
1931,baujahr_klasse,2010+
1931,dachart,Flach
1931,nutzung,Vermietet
1931,gebaeudeart,DHH
1931,sicherungen,Standard
1931,hochwasserzone,HWZ2
1931,roof_material,Schiefer
1931,heizung,Oel
1932,plz_zone,D
1932,baujahr_klasse,1980-1999
1932,dachart,Sattel
1932,nutzung,Eigennutzung
1932,gebaeudeart,MFH
1932,sicherungen,Erweitert
1932,hochwasserzone,HWZ3
1932,roof_material,Blech
1932,heizung,Oel
1933,plz_zone,C
1933,baujahr_klasse,1950-1979
1933,dachart,Walmdach
1933,nutzung,Eigennutzung
1933,gebaeudeart,MFH
1933,sicherungen,Erweitert
1933,hochwasserzone,HWZ0
1933,roof_material,Bitumen
1933,heizung,Oel
1934,plz_zone,C
1934,baujahr_klasse,2010+
1934,dachart,Flach
1934,nutzung,Eigennutzung
1934,gebaeudeart,EFH
1934,sicherungen,Erweitert
1934,hochwasserzone,HWZ2
1934,roof_material,Bitumen
1934,heizung,Gas
1935,plz_zone,B
1935,baujahr_klasse,2010+
1935,dachart,Walmdach
1935,nutzung,Eigennutzung
1935,gebaeudeart,EFH
1935,sicherungen,Standard
1935,hochwasserzone,HWZ1
1935,roof_material,Ziegel
1935,heizung,Wärmepumpe
1936,plz_zone,B
1936,baujahr_klasse,1980-1999
1936,dachart,Flach
1936,nutzung,Eigennutzung
1936,gebaeudeart,DHH
1936,sicherungen,Erweitert
1936,hochwasserzone,HWZ0
1936,roof_material,Blech
1936,heizung,Gas
1937,plz_zone,A
1937,baujahr_klasse,1980-1999
1937,dachart,Flach
1937,nutzung,Eigennutzung
1937,gebaeudeart,DHH
1937,sicherungen,Erweitert
1937,hochwasserzone,HWZ1
1937,roof_material,Schiefer
1937,heizung,Wärmepumpe
1938,plz_zone,B
1938,baujahr_klasse,2000-2009
1938,dachart,Walmdach
1938,nutzung,Eigennutzung
1938,gebaeudeart,MFH
1938,sicherungen,Erweitert
1938,hochwasserzone,HWZ1
1938,roof_material,Schiefer
1938,heizung,Wärmepumpe
1939,plz_zone,D
1939,baujahr_klasse,2000-2009
1939,dachart,Sattel
1939,nutzung,Eigennutzung
1939,gebaeudeart,Reihenhaus
1939,sicherungen,Erweitert
1939,hochwasserzone,HWZ1
1939,roof_material,Ziegel
1939,heizung,Gas
1940,plz_zone,B
1940,baujahr_klasse,1980-1999
1940,dachart,Sattel
1940,nutzung,Vermietet
1940,gebaeudeart,MFH
1940,sicherungen,Erweitert
1940,hochwasserzone,HWZ0
1940,roof_material,Blech
1940,heizung,Wärmepumpe
1941,plz_zone,B
1941,baujahr_klasse,1980-1999
1941,dachart,Flach
1941,nutzung,Vermietet
1941,gebaeudeart,MFH
1941,sicherungen,Standard
1941,hochwasserzone,HWZ3
1941,roof_material,Bitumen
1941,heizung,Oel
1942,plz_zone,D
1942,baujahr_klasse,2010+
1942,dachart,Walmdach
1942,nutzung,Eigennutzung
1942,gebaeudeart,DHH
1942,sicherungen,Erweitert
1942,hochwasserzone,HWZ1
1942,roof_material,Ziegel
1942,heizung,Fernwärme
1943,plz_zone,B
1943,baujahr_klasse,1950-1979
1943,dachart,Flach
1943,nutzung,Vermietet
1943,gebaeudeart,MFH
1943,sicherungen,Standard
1943,hochwasserzone,HWZ2
1943,roof_material,Bitumen
1943,heizung,Fernwärme
1944,plz_zone,A
1944,baujahr_klasse,2010+
1944,dachart,Sattel
1944,nutzung,Eigennutzung
1944,gebaeudeart,MFH
1944,sicherungen,Erweitert
1944,hochwasserzone,HWZ1
1944,roof_material,Schiefer
1944,heizung,Oel
1945,plz_zone,B
1945,baujahr_klasse,2000-2009
1945,dachart,Walmdach
1945,nutzung,Vermietet
1945,gebaeudeart,DHH
1945,sicherungen,Erweitert
1945,hochwasserzone,HWZ1
1945,roof_material,Ziegel
1945,heizung,Wärmepumpe
1946,plz_zone,C
1946,baujahr_klasse,2010+
1946,dachart,Sattel
1946,nutzung,Vermietet
1946,gebaeudeart,EFH
1946,sicherungen,Erweitert
1946,hochwasserzone,HWZ1
1946,roof_material,Blech
1946,heizung,Oel
1947,plz_zone,C
1947,baujahr_klasse,2010+
1947,dachart,Flach
1947,nutzung,Eigennutzung
1947,gebaeudeart,DHH
1947,sicherungen,Erweitert
1947,hochwasserzone,HWZ2
1947,roof_material,Schiefer
1947,heizung,Gas
1948,plz_zone,B
1948,baujahr_klasse,<1950
1948,dachart,Flach
1948,nutzung,Vermietet
1948,gebaeudeart,MFH
1948,sicherungen,Standard
1948,hochwasserzone,HWZ1
1948,roof_material,Ziegel
1948,heizung,Fernwärme
1949,plz_zone,D
1949,baujahr_klasse,2000-2009
1949,dachart,Walmdach
1949,nutzung,Vermietet
1949,gebaeudeart,MFH
1949,sicherungen,Standard
1949,hochwasserzone,HWZ0
1949,roof_material,Ziegel
1949,heizung,Oel
1950,plz_zone,B
1950,baujahr_klasse,2010+
1950,dachart,Sattel
1950,nutzung,Eigennutzung
1950,gebaeudeart,EFH
1950,sicherungen,Standard
1950,hochwasserzone,HWZ3
1950,roof_material,Schiefer
1950,heizung,Wärmepumpe
1951,plz_zone,B
1951,baujahr_klasse,2000-2009
1951,dachart,Flach
1951,nutzung,Vermietet
1951,gebaeudeart,EFH
1951,sicherungen,Standard
1951,hochwasserzone,HWZ3
1951,roof_material,Ziegel
1951,heizung,Wärmepumpe
1952,plz_zone,C
1952,baujahr_klasse,<1950
1952,dachart,Walmdach
1952,nutzung,Eigennutzung
1952,gebaeudeart,MFH
1952,sicherungen,Erweitert
1952,hochwasserzone,HWZ0
1952,roof_material,Schiefer
1952,heizung,Fernwärme
1953,plz_zone,A
1953,baujahr_klasse,<1950
1953,dachart,Walmdach
1953,nutzung,Eigennutzung
1953,gebaeudeart,EFH
1953,sicherungen,Erweitert
1953,hochwasserzone,HWZ1
1953,roof_material,Schiefer
1953,heizung,Gas
1954,plz_zone,C
1954,baujahr_klasse,2000-2009
1954,dachart,Walmdach
1954,nutzung,Eigennutzung
1954,gebaeudeart,MFH
1954,sicherungen,Standard
1954,hochwasserzone,HWZ0
1954,roof_material,Blech
1954,heizung,Oel
1955,plz_zone,A
1955,baujahr_klasse,1980-1999
1955,dachart,Flach
1955,nutzung,Vermietet
1955,gebaeudeart,DHH
1955,sicherungen,Erweitert
1955,hochwasserzone,HWZ2
1955,roof_material,Schiefer
1955,heizung,Wärmepumpe
1956,plz_zone,C
1956,baujahr_klasse,<1950
1956,dachart,Flach
1956,nutzung,Vermietet
1956,gebaeudeart,MFH
1956,sicherungen,Standard
1956,hochwasserzone,HWZ0
1956,roof_material,Blech
1956,heizung,Wärmepumpe
1957,plz_zone,C
1957,baujahr_klasse,1950-1979
1957,dachart,Flach
1957,nutzung,Vermietet
1957,gebaeudeart,DHH
1957,sicherungen,Standard
1957,hochwasserzone,HWZ1
1957,roof_material,Schiefer
1957,heizung,Wärmepumpe
1958,plz_zone,C
1958,baujahr_klasse,2010+
1958,dachart,Flach
1958,nutzung,Eigennutzung
1958,gebaeudeart,DHH
1958,sicherungen,Standard
1958,hochwasserzone,HWZ2
1958,roof_material,Bitumen
1958,heizung,Oel
1959,plz_zone,D
1959,baujahr_klasse,<1950
1959,dachart,Flach
1959,nutzung,Eigennutzung
1959,gebaeudeart,Reihenhaus
1959,sicherungen,Standard
1959,hochwasserzone,HWZ1
1959,roof_material,Schiefer
1959,heizung,Wärmepumpe
1960,plz_zone,A
1960,baujahr_klasse,2000-2009
1960,dachart,Walmdach
1960,nutzung,Vermietet
1960,gebaeudeart,Reihenhaus
1960,sicherungen,Standard
1960,hochwasserzone,HWZ2
1960,roof_material,Ziegel
1960,heizung,Fernwärme
1961,plz_zone,B
1961,baujahr_klasse,2010+
1961,dachart,Flach
1961,nutzung,Eigennutzung
1961,gebaeudeart,DHH
1961,sicherungen,Erweitert
1961,hochwasserzone,HWZ2
1961,roof_material,Ziegel
1961,heizung,Wärmepumpe
1962,plz_zone,D
1962,baujahr_klasse,1980-1999
1962,dachart,Flach
1962,nutzung,Eigennutzung
1962,gebaeudeart,DHH
1962,sicherungen,Erweitert
1962,hochwasserzone,HWZ0
1962,roof_material,Ziegel
1962,heizung,Gas
1963,plz_zone,A
1963,baujahr_klasse,1980-1999
1963,dachart,Flach
1963,nutzung,Vermietet
1963,gebaeudeart,DHH
1963,sicherungen,Standard
1963,hochwasserzone,HWZ0
1963,roof_material,Schiefer
1963,heizung,Fernwärme
1964,plz_zone,C
1964,baujahr_klasse,2000-2009
1964,dachart,Flach
1964,nutzung,Eigennutzung
1964,gebaeudeart,MFH
1964,sicherungen,Erweitert
1964,hochwasserzone,HWZ0
1964,roof_material,Blech
1964,heizung,Gas
1965,plz_zone,C
1965,baujahr_klasse,1980-1999
1965,dachart,Walmdach
1965,nutzung,Vermietet
1965,gebaeudeart,DHH
1965,sicherungen,Standard
1965,hochwasserzone,HWZ2
1965,roof_material,Schiefer
1965,heizung,Fernwärme
1966,plz_zone,B
1966,baujahr_klasse,<1950
1966,dachart,Flach
1966,nutzung,Vermietet
1966,gebaeudeart,Reihenhaus
1966,sicherungen,Erweitert
1966,hochwasserzone,HWZ3
1966,roof_material,Schiefer
1966,heizung,Gas
1967,plz_zone,B
1967,baujahr_klasse,2000-2009
1967,dachart,Walmdach
1967,nutzung,Eigennutzung
1967,gebaeudeart,DHH
1967,sicherungen,Standard
1967,hochwasserzone,HWZ3
1967,roof_material,Blech
1967,heizung,Fernwärme
1968,plz_zone,C
1968,baujahr_klasse,2000-2009
1968,dachart,Walmdach
1968,nutzung,Vermietet
1968,gebaeudeart,MFH
1968,sicherungen,Erweitert
1968,hochwasserzone,HWZ1
1968,roof_material,Blech
1968,heizung,Gas
1969,plz_zone,A
1969,baujahr_klasse,<1950
1969,dachart,Walmdach
1969,nutzung,Vermietet
1969,gebaeudeart,EFH
1969,sicherungen,Standard
1969,hochwasserzone,HWZ0
1969,roof_material,Ziegel
1969,heizung,Oel
1970,plz_zone,D
1970,baujahr_klasse,2010+
1970,dachart,Sattel
1970,nutzung,Vermietet
1970,gebaeudeart,MFH
1970,sicherungen,Standard
1970,hochwasserzone,HWZ3
1970,roof_material,Bitumen
1970,heizung,Wärmepumpe
1971,plz_zone,A
1971,baujahr_klasse,1980-1999
1971,dachart,Sattel
1971,nutzung,Vermietet
1971,gebaeudeart,Reihenhaus
1971,sicherungen,Standard
1971,hochwasserzone,HWZ0
1971,roof_material,Bitumen
1971,heizung,Gas
1972,plz_zone,B
1972,baujahr_klasse,<1950
1972,dachart,Sattel
1972,nutzung,Eigennutzung
1972,gebaeudeart,MFH
1972,sicherungen,Standard
1972,hochwasserzone,HWZ3
1972,roof_material,Ziegel
1972,heizung,Fernwärme
1973,plz_zone,D
1973,baujahr_klasse,2010+
1973,dachart,Walmdach
1973,nutzung,Vermietet
1973,gebaeudeart,DHH
1973,sicherungen,Standard
1973,hochwasserzone,HWZ1
1973,roof_material,Schiefer
1973,heizung,Wärmepumpe
1974,plz_zone,B
1974,baujahr_klasse,2000-2009
1974,dachart,Flach
1974,nutzung,Vermietet
1974,gebaeudeart,MFH
1974,sicherungen,Erweitert
1974,hochwasserzone,HWZ2
1974,roof_material,Bitumen
1974,heizung,Wärmepumpe
1975,plz_zone,B
1975,baujahr_klasse,1950-1979
1975,dachart,Flach
1975,nutzung,Vermietet
1975,gebaeudeart,Reihenhaus
1975,sicherungen,Erweitert
1975,hochwasserzone,HWZ1
1975,roof_material,Blech
1975,heizung,Fernwärme
1976,plz_zone,D
1976,baujahr_klasse,1950-1979
1976,dachart,Flach
1976,nutzung,Vermietet
1976,gebaeudeart,DHH
1976,sicherungen,Erweitert
1976,hochwasserzone,HWZ0
1976,roof_material,Bitumen
1976,heizung,Fernwärme
1977,plz_zone,A
1977,baujahr_klasse,1950-1979
1977,dachart,Walmdach
1977,nutzung,Eigennutzung
1977,gebaeudeart,EFH
1977,sicherungen,Erweitert
1977,hochwasserzone,HWZ3
1977,roof_material,Ziegel
1977,heizung,Oel
1978,plz_zone,D
1978,baujahr_klasse,2010+
1978,dachart,Flach
1978,nutzung,Eigennutzung
1978,gebaeudeart,EFH
1978,sicherungen,Standard
1978,hochwasserzone,HWZ0
1978,roof_material,Bitumen
1978,heizung,Gas
1979,plz_zone,D
1979,baujahr_klasse,2010+
1979,dachart,Flach
1979,nutzung,Vermietet
1979,gebaeudeart,DHH
1979,sicherungen,Erweitert
1979,hochwasserzone,HWZ1
1979,roof_material,Blech
1979,heizung,Wärmepumpe
1980,plz_zone,C
1980,baujahr_klasse,1980-1999
1980,dachart,Sattel
1980,nutzung,Vermietet
1980,gebaeudeart,MFH
1980,sicherungen,Standard
1980,hochwasserzone,HWZ3
1980,roof_material,Ziegel
1980,heizung,Fernwärme
1981,plz_zone,A
1981,baujahr_klasse,1950-1979
1981,dachart,Flach
1981,nutzung,Eigennutzung
1981,gebaeudeart,DHH
1981,sicherungen,Standard
1981,hochwasserzone,HWZ3
1981,roof_material,Ziegel
1981,heizung,Wärmepumpe
1982,plz_zone,C
1982,baujahr_klasse,<1950
1982,dachart,Sattel
1982,nutzung,Vermietet
1982,gebaeudeart,Reihenhaus
1982,sicherungen,Standard
1982,hochwasserzone,HWZ2
1982,roof_material,Blech
1982,heizung,Fernwärme
1983,plz_zone,B
1983,baujahr_klasse,<1950
1983,dachart,Flach
1983,nutzung,Vermietet
1983,gebaeudeart,EFH
1983,sicherungen,Erweitert
1983,hochwasserzone,HWZ0
1983,roof_material,Ziegel
1983,heizung,Fernwärme
1984,plz_zone,C
1984,baujahr_klasse,2010+
1984,dachart,Flach
1984,nutzung,Vermietet
1984,gebaeudeart,Reihenhaus
1984,sicherungen,Standard
1984,hochwasserzone,HWZ3
1984,roof_material,Blech
1984,heizung,Fernwärme
1985,plz_zone,B
1985,baujahr_klasse,2010+
1985,dachart,Flach
1985,nutzung,Eigennutzung
1985,gebaeudeart,MFH
1985,sicherungen,Erweitert
1985,hochwasserzone,HWZ0
1985,roof_material,Bitumen
1985,heizung,Gas
1986,plz_zone,B
1986,baujahr_klasse,2010+
1986,dachart,Sattel
1986,nutzung,Eigennutzung
1986,gebaeudeart,MFH
1986,sicherungen,Standard
1986,hochwasserzone,HWZ3
1986,roof_material,Bitumen
1986,heizung,Gas
1987,plz_zone,A
1987,baujahr_klasse,<1950
1987,dachart,Sattel
1987,nutzung,Eigennutzung
1987,gebaeudeart,Reihenhaus
1987,sicherungen,Erweitert
1987,hochwasserzone,HWZ0
1987,roof_material,Bitumen
1987,heizung,Gas
1988,plz_zone,A
1988,baujahr_klasse,1980-1999
1988,dachart,Flach
1988,nutzung,Eigennutzung
1988,gebaeudeart,EFH
1988,sicherungen,Erweitert
1988,hochwasserzone,HWZ2
1988,roof_material,Schiefer
1988,heizung,Wärmepumpe
1989,plz_zone,B
1989,baujahr_klasse,1950-1979
1989,dachart,Flach
1989,nutzung,Eigennutzung
1989,gebaeudeart,MFH
1989,sicherungen,Standard
1989,hochwasserzone,HWZ1
1989,roof_material,Schiefer
1989,heizung,Oel
1990,plz_zone,D
1990,baujahr_klasse,2010+
1990,dachart,Sattel
1990,nutzung,Vermietet
1990,gebaeudeart,EFH
1990,sicherungen,Standard
1990,hochwasserzone,HWZ0
1990,roof_material,Blech
1990,heizung,Wärmepumpe
1991,plz_zone,A
1991,baujahr_klasse,1950-1979
1991,dachart,Walmdach
1991,nutzung,Eigennutzung
1991,gebaeudeart,Reihenhaus
1991,sicherungen,Standard
1991,hochwasserzone,HWZ2
1991,roof_material,Bitumen
1991,heizung,Wärmepumpe
1992,plz_zone,C
1992,baujahr_klasse,<1950
1992,dachart,Flach
1992,nutzung,Eigennutzung
1992,gebaeudeart,MFH
1992,sicherungen,Standard
1992,hochwasserzone,HWZ1
1992,roof_material,Blech
1992,heizung,Wärmepumpe
1993,plz_zone,B
1993,baujahr_klasse,2000-2009
1993,dachart,Walmdach
1993,nutzung,Vermietet
1993,gebaeudeart,DHH
1993,sicherungen,Standard
1993,hochwasserzone,HWZ1
1993,roof_material,Bitumen
1993,heizung,Fernwärme
1994,plz_zone,A
1994,baujahr_klasse,<1950
1994,dachart,Flach
1994,nutzung,Eigennutzung
1994,gebaeudeart,Reihenhaus
1994,sicherungen,Standard
1994,hochwasserzone,HWZ3
1994,roof_material,Blech
1994,heizung,Gas
1995,plz_zone,A
1995,baujahr_klasse,1980-1999
1995,dachart,Flach
1995,nutzung,Eigennutzung
1995,gebaeudeart,EFH
1995,sicherungen,Erweitert
1995,hochwasserzone,HWZ3
1995,roof_material,Bitumen
1995,heizung,Fernwärme
1996,plz_zone,A
1996,baujahr_klasse,1980-1999
1996,dachart,Walmdach
1996,nutzung,Vermietet
1996,gebaeudeart,DHH
1996,sicherungen,Erweitert
1996,hochwasserzone,HWZ3
1996,roof_material,Blech
1996,heizung,Gas
1997,plz_zone,B
1997,baujahr_klasse,2000-2009
1997,dachart,Flach
1997,nutzung,Eigennutzung
1997,gebaeudeart,MFH
1997,sicherungen,Standard
1997,hochwasserzone,HWZ2
1997,roof_material,Schiefer
1997,heizung,Gas
1998,plz_zone,D
1998,baujahr_klasse,1950-1979
1998,dachart,Flach
1998,nutzung,Vermietet
1998,gebaeudeart,MFH
1998,sicherungen,Erweitert
1998,hochwasserzone,HWZ3
1998,roof_material,Blech
1998,heizung,Gas
1999,plz_zone,C
1999,baujahr_klasse,1950-1979
1999,dachart,Sattel
1999,nutzung,Vermietet
1999,gebaeudeart,EFH
1999,sicherungen,Standard
1999,hochwasserzone,HWZ0
1999,roof_material,Schiefer
1999,heizung,Gas
2000,plz_zone,C
2000,baujahr_klasse,<1950
2000,dachart,Sattel
2000,nutzung,Eigennutzung
2000,gebaeudeart,MFH
2000,sicherungen,Standard
2000,hochwasserzone,HWZ1
2000,roof_material,Blech
2000,heizung,Fernwärme
2001,plz_zone,D
2001,baujahr_klasse,1980-1999
2001,dachart,Sattel
2001,nutzung,Vermietet
2001,gebaeudeart,EFH
2001,sicherungen,Standard
2001,hochwasserzone,HWZ3
2001,roof_material,Blech
2001,heizung,Wärmepumpe
2002,plz_zone,A
2002,baujahr_klasse,2010+
2002,dachart,Sattel
2002,nutzung,Eigennutzung
2002,gebaeudeart,EFH
2002,sicherungen,Standard
2002,hochwasserzone,HWZ0
2002,roof_material,Ziegel
2002,heizung,Oel
2003,plz_zone,D
2003,baujahr_klasse,2000-2009
2003,dachart,Sattel
2003,nutzung,Vermietet
2003,gebaeudeart,Reihenhaus
