policy_id,product,partner,start_date,end_date,state,sum_insured,deductible,channel,premium_gross,premium_net
841,Wohngebaeude,PartnerA,2023-07-16,2024-12-31,active,859000,300,Makler,785.28,659.9
842,Wohngebaeude,PartnerA,2023-03-06,2024-12-31,active,283000,1000,Makler,190.61,160.18
843,Wohngebaeude,PartnerC,2022-04-17,2024-12-31,auto_issued,245000,150,Makler,202.86,170.47
844,Wohngebaeude,PartnerB,2020-05-24,2022-08-16,active,900000,150,Makler,650.89,546.97
845,Wohngebaeude,PartnerC,2021-06-21,2022-07-01,auto_issued,758000,1000,Makler,518.63,435.82
846,Wohngebaeude,PartnerA,2021-06-09,2023-09-20,active,470000,300,Direkt,446.87,375.52
847,Wohngebaeude,PartnerA,2021-06-23,2024-06-18,active,735000,150,Makler,799.58,671.92
848,Wohngebaeude,PartnerA,2022-07-02,2024-03-04,active,769000,150,Makler,510.45,428.95
849,Wohngebaeude,PartnerA,2022-02-24,2024-10-26,active,775000,150,Makler,711.66,598.03
850,Wohngebaeude,PartnerB,2020-01-12,2023-12-11,active,643000,300,Makler,463.37,389.39
851,Wohngebaeude,PartnerA,2021-04-23,2022-05-31,active,244000,500,Direkt,155.79,130.92
852,Wohngebaeude,PartnerA,2023-01-01,2024-12-31,active,549000,150,Makler,496.4,417.14
853,Wohngebaeude,PartnerB,2022-07-05,2024-12-31,active,398000,500,Makler,263.81,221.69
854,Wohngebaeude,PartnerA,2023-07-10,2024-12-31,active,714000,500,Makler,748.01,628.58
855,Wohngebaeude,PartnerA,2022-05-08,2023-07-19,active,308000,150,Makler,191.3,160.76
856,Wohngebaeude,PartnerC,2023-10-15,2024-12-31,cancelled,398000,150,Makler,366.25,307.77
857,Wohngebaeude,PartnerA,2020-08-16,2022-07-27,active,767000,300,Direkt,626.52,526.49
858,Wohngebaeude,PartnerA,2022-01-04,2024-12-31,auto_issued,241000,150,Makler,156.33,131.37
859,Wohngebaeude,PartnerC,2020-01-24,2023-07-18,cancelled,535000,1000,Makler,281.03,236.16
860,Wohngebaeude,PartnerA,2022-12-09,2024-03-26,active,553000,150,Makler,388.11,326.14
861,Wohngebaeude,PartnerA,2021-07-26,2024-12-31,active,588000,150,Direkt,353.2,296.81
862,Wohngebaeude,PartnerA,2020-03-08,2021-04-19,cancelled,764000,1000,Direkt,465.06,390.81
863,Wohngebaeude,PartnerA,2022-07-12,2024-04-07,active,391000,150,Makler,261.85,220.04
864,Wohngebaeude,PartnerA,2023-07-08,2024-07-09,active,710000,500,Makler,528.49,444.11
865,Wohngebaeude,PartnerA,2021-04-28,2023-08-13,active,275000,150,Makler,206.12,173.21
866,Wohngebaeude,PartnerB,2020-10-30,2022-05-01,active,776000,500,Direkt,718.56,603.83
867,Wohngebaeude,PartnerA,2023-04-05,2024-05-13,active,212000,150,Makler,153.31,128.83
868,Wohngebaeude,PartnerA,2021-12-16,2023-02-25,cancelled,635000,150,Vergleichsportal,589.85,495.67
869,Wohngebaeude,PartnerA,2020-09-15,2021-09-19,active,527000,300,Makler,454.23,381.71
870,Wohngebaeude,PartnerC,2021-02-18,2022-08-11,active,310000,150,Makler,167.41,140.68
871,Wohngebaeude,PartnerC,2022-07-09,2024-12-31,auto_issued,880000,150,Vergleichsportal,946.5,795.38
872,Wohngebaeude,PartnerC,2021-07-23,2023-07-22,active,205000,150,Makler,177.92,149.51
873,Wohngebaeude,PartnerC,2022-09-30,2024-12-31,active,647000,500,Makler,572.31,480.93
874,Wohngebaeude,PartnerA,2022-10-18,2023-12-19,auto_issued,171000,500,Direkt,184.59,155.12
875,Wohngebaeude,PartnerA,2022-10-21,2024-11-18,active,619000,300,Makler,590.92,496.57
876,Wohngebaeude,PartnerA,2021-02-23,2023-10-29,active,480000,300,Direkt,395.56,332.4
877,Wohngebaeude,PartnerB,2021-10-06,2024-05-08,active,179000,300,Makler,142.8,120.0
878,Wohngebaeude,PartnerA,2021-03-31,2023-12-22,active,927000,150,Makler,597.74,502.3
879,Wohngebaeude,PartnerB,2020-09-11,2022-10-11,active,831000,300,Makler,906.23,761.54
880,Wohngebaeude,PartnerA,2020-02-07,2023-05-23,active,289000,300,Makler,169.28,142.25
881,Wohngebaeude,PartnerB,2020-07-10,2023-09-07,active,799000,500,Direkt,779.0,654.62
882,Wohngebaeude,PartnerA,2021-09-02,2024-11-08,active,791000,150,Vergleichsportal,476.96,400.81
883,Wohngebaeude,PartnerC,2021-05-05,2024-12-31,active,615000,150,Makler,438.4,368.4
884,Wohngebaeude,PartnerC,2020-12-27,2023-07-10,active,537000,150,Direkt,499.92,420.1
885,Wohngebaeude,PartnerA,2020-10-31,2021-12-01,active,222000,150,Makler,190.03,159.69
886,Wohngebaeude,PartnerA,2021-05-25,2022-09-12,cancelled,444000,300,Makler,464.78,390.57
887,Wohngebaeude,PartnerC,2021-10-23,2023-11-16,active,166000,300,Makler,142.8,120.0
888,Wohngebaeude,PartnerB,2023-03-27,2024-12-31,auto_issued,505000,300,Makler,524.98,441.16
889,Wohngebaeude,PartnerA,2020-09-16,2021-10-22,auto_issued,574000,150,Direkt,414.19,348.06
890,Wohngebaeude,PartnerA,2020-11-16,2022-04-11,active,948000,150,Makler,756.85,636.01
891,Wohngebaeude,PartnerB,2022-03-27,2024-06-26,auto_issued,766000,500,Makler,465.16,390.89
892,Wohngebaeude,PartnerA,2020-01-17,2023-08-29,active,871000,300,Makler,634.89,533.52
893,Wohngebaeude,PartnerA,2021-03-03,2024-07-16,active,937000,150,Makler,759.59,638.31
894,Wohngebaeude,PartnerA,2020-03-17,2021-06-06,cancelled,689000,150,Makler,586.72,493.04
895,Wohngebaeude,PartnerA,2021-06-01,2024-12-31,active,690000,1000,Direkt,342.37,287.71
896,Wohngebaeude,PartnerB,2023-09-29,2024-12-31,cancelled,189000,150,Makler,148.76,125.01
897,Wohngebaeude,PartnerA,2022-12-12,2024-12-31,active,233000,1000,Direkt,225.61,189.59
898,Wohngebaeude,PartnerA,2022-03-08,2024-04-28,active,243000,150,Direkt,217.79,183.02
899,Wohngebaeude,PartnerB,2021-11-25,2023-08-23,active,435000,300,Makler,247.7,208.15
900,Wohngebaeude,PartnerA,2020-03-31,2022-06-28,active,630000,300,Makler,652.74,548.52
901,Wohngebaeude,PartnerA,2020-12-24,2022-07-17,active,614000,300,Makler,341.54,287.01
902,Wohngebaeude,PartnerB,2020-04-24,2021-05-05,active,407000,300,Direkt,267.6,224.87
903,Wohngebaeude,PartnerC,2023-10-24,2024-12-31,auto_issued,912000,1000,Makler,623.14,523.65
904,Wohngebaeude,PartnerC,2022-09-19,2024-10-09,active,791000,300,Direkt,804.87,676.36
905,Wohngebaeude,PartnerA,2021-09-27,2023-03-09,active,400000,300,Makler,350.07,294.18
906,Wohngebaeude,PartnerB,2021-03-12,2023-05-02,cancelled,685000,150,Direkt,488.25,410.29
907,Wohngebaeude,PartnerA,2022-02-17,2024-12-31,active,560000,300,Makler,429.65,361.05
908,Wohngebaeude,PartnerB,2021-08-14,2023-03-24,active,716000,150,Makler,414.5,348.32
909,Wohngebaeude,PartnerB,2021-08-23,2022-08-28,cancelled,870000,150,Makler,461.26,387.61
910,Wohngebaeude,PartnerC,2023-01-18,2024-12-31,active,564000,500,Makler,504.95,424.33
911,Wohngebaeude,PartnerB,2023-07-28,2024-12-31,active,359000,150,Vergleichsportal,245.7,206.47
912,Wohngebaeude,PartnerB,2023-02-13,2024-05-01,auto_issued,952000,150,Vergleichsportal,871.58,732.42
913,Wohngebaeude,PartnerA,2023-02-06,2024-12-31,active,718000,150,Makler,504.7,424.12
914,Wohngebaeude,PartnerA,2023-12-19,2024-12-31,active,424000,300,Direkt,357.65,300.55
915,Wohngebaeude,PartnerA,2020-06-28,2022-04-21,active,413000,150,Makler,353.24,296.84
916,Wohngebaeude,PartnerA,2022-03-06,2024-12-31,active,987000,300,Makler,615.55,517.27
917,Wohngebaeude,PartnerC,2023-05-07,2024-12-31,active,435000,150,Makler,332.36,279.29
918,Wohngebaeude,PartnerA,2020-07-29,2023-11-17,active,471000,300,Makler,322.54,271.04
919,Wohngebaeude,PartnerA,2020-11-01,2022-01-21,auto_issued,582000,150,Direkt,415.12,348.84
920,Wohngebaeude,PartnerC,2021-01-01,2022-10-02,cancelled,829000,1000,Makler,828.53,696.24
921,Wohngebaeude,PartnerA,2022-06-10,2024-12-31,active,446000,300,Makler,347.21,291.77
922,Wohngebaeude,PartnerA,2022-06-29,2024-12-09,active,425000,500,Makler,221.65,186.26
923,Wohngebaeude,PartnerB,2022-07-15,2023-09-14,active,785000,150,Makler,641.9,539.41
924,Wohngebaeude,PartnerB,2021-07-09,2024-08-13,auto_issued,808000,150,Makler,888.83,746.92
925,Wohngebaeude,PartnerB,2023-08-09,2024-12-31,active,295000,150,Direkt,185.39,155.79
926,Wohngebaeude,PartnerA,2020-02-18,2023-07-26,auto_issued,980000,300,Makler,684.63,575.32
927,Wohngebaeude,PartnerC,2021-09-14,2024-07-14,auto_issued,718000,500,Makler,427.98,359.65
928,Wohngebaeude,PartnerC,2020-08-20,2021-09-19,cancelled,393000,1000,Makler,196.54,165.16
929,Wohngebaeude,PartnerB,2020-03-13,2022-12-26,active,510000,150,Makler,326.06,274.0
930,Wohngebaeude,PartnerA,2021-04-13,2022-08-02,active,503000,500,Vergleichsportal,394.37,331.4
931,Wohngebaeude,PartnerA,2022-05-24,2024-08-18,active,269000,150,Makler,269.15,226.18
932,Wohngebaeude,PartnerB,2022-02-06,2024-09-19,active,750000,300,Makler,497.13,417.76
933,Wohngebaeude,PartnerA,2022-08-29,2024-12-31,active,898000,150,Makler,574.89,483.1
934,Wohngebaeude,PartnerA,2021-01-21,2024-06-12,active,435000,150,Direkt,366.82,308.25
935,Wohngebaeude,PartnerA,2023-12-23,2024-12-31,active,237000,150,Direkt,221.19,185.87
936,Wohngebaeude,PartnerB,2022-05-06,2024-12-31,active,926000,150,Direkt,944.38,793.6
937,Wohngebaeude,PartnerA,2022-06-12,2024-12-31,active,860000,300,Direkt,487.15,409.37
938,Wohngebaeude,PartnerA,2023-01-28,2024-12-31,cancelled,527000,150,Direkt,415.2,348.91
939,Wohngebaeude,PartnerB,2022-04-23,2024-12-31,active,940000,500,Makler,491.52,413.04
940,Wohngebaeude,PartnerA,2020-09-08,2022-12-22,active,900000,500,Makler,887.69,745.96
941,Wohngebaeude,PartnerA,2022-05-16,2024-12-31,active,181000,500,Makler,142.8,120.0
942,Wohngebaeude,PartnerC,2021-05-03,2023-06-01,active,885000,150,Makler,655.25,550.63
943,Wohngebaeude,PartnerB,2022-05-12,2024-12-25,active,569000,300,Makler,522.62,439.18
944,Wohngebaeude,PartnerA,2020-07-25,2023-07-04,active,566000,300,Makler,402.42,338.17
945,Wohngebaeude,PartnerA,2021-05-16,2022-09-17,active,676000,300,Direkt,436.48,366.79
946,Wohngebaeude,PartnerB,2020-03-31,2023-07-05,auto_issued,388000,150,Makler,416.44,349.95
947,Wohngebaeude,PartnerB,2022-10-12,2024-02-16,auto_issued,174000,300,Makler,151.09,126.97
948,Wohngebaeude,PartnerB,2020-04-11,2024-01-18,active,409000,300,Makler,385.11,323.62
949,Wohngebaeude,PartnerB,2023-01-07,2024-04-15,auto_issued,370000,150,Makler,383.28,322.08
950,Wohngebaeude,PartnerC,2022-02-23,2023-11-27,auto_issued,163000,300,Direkt,142.8,120.0
951,Wohngebaeude,PartnerB,2022-07-18,2024-12-31,active,774000,150,Vergleichsportal,594.61,499.67
952,Wohngebaeude,PartnerC,2022-06-24,2024-12-31,active,478000,500,Direkt,339.38,285.19
953,Wohngebaeude,PartnerA,2022-01-20,2024-10-05,active,963000,300,Makler,607.95,510.88
954,Wohngebaeude,PartnerA,2020-03-02,2022-08-06,active,349000,500,Makler,320.92,269.68
955,Wohngebaeude,PartnerB,2020-11-01,2022-01-13,active,242000,150,Direkt,154.88,130.15
956,Wohngebaeude,PartnerB,2022-02-09,2024-12-31,auto_issued,763000,300,Makler,577.6,485.38
957,Wohngebaeude,PartnerA,2022-05-31,2024-12-31,active,440000,150,Makler,315.3,264.96
958,Wohngebaeude,PartnerA,2021-08-19,2023-07-15,auto_issued,815000,150,Direkt,739.04,621.04
959,Wohngebaeude,PartnerA,2022-01-28,2024-03-10,active,278000,150,Vergleichsportal,309.03,259.69
960,Wohngebaeude,PartnerA,2023-10-11,2024-11-18,active,940000,150,Makler,538.03,452.13
961,Wohngebaeude,PartnerA,2020-05-24,2022-12-26,active,405000,1000,Direkt,343.76,288.87
962,Wohngebaeude,PartnerA,2020-04-08,2021-12-28,active,351000,300,Makler,324.11,272.36
963,Wohngebaeude,PartnerB,2020-11-02,2024-09-21,auto_issued,689000,300,Makler,568.71,477.91
964,Wohngebaeude,PartnerA,2022-09-26,2024-12-31,active,666000,500,Makler,389.49,327.3
965,Wohngebaeude,PartnerB,2020-04-04,2023-01-08,active,323000,150,Makler,282.21,237.15
966,Wohngebaeude,PartnerB,2021-10-05,2024-12-31,active,402000,150,Makler,267.61,224.88
967,Wohngebaeude,PartnerB,2021-01-18,2022-04-27,active,300000,300,Makler,274.52,230.69
968,Wohngebaeude,PartnerA,2022-12-13,2024-07-16,active,590000,150,Makler,428.7,360.25
969,Wohngebaeude,PartnerB,2023-11-09,2024-11-26,active,354000,150,Makler,325.86,273.83
970,Wohngebaeude,PartnerA,2022-08-16,2024-12-31,cancelled,460000,500,Makler,315.93,265.49
971,Wohngebaeude,PartnerA,2021-09-14,2023-12-10,active,886000,150,Makler,765.53,643.3
972,Wohngebaeude,PartnerC,2020-11-29,2024-06-04,active,278000,1000,Makler,224.78,188.89
973,Wohngebaeude,PartnerB,2023-03-03,2024-12-31,active,463000,500,Makler,321.94,270.54
974,Wohngebaeude,PartnerB,2023-03-10,2024-12-31,active,842000,150,Vergleichsportal,929.77,781.32
975,Wohngebaeude,PartnerC,2020-07-10,2024-02-21,active,523000,300,Makler,498.98,419.31
976,Wohngebaeude,PartnerA,2020-11-18,2022-07-20,active,487000,300,Makler,326.11,274.04
977,Wohngebaeude,PartnerA,2023-09-04,2024-12-31,active,425000,150,Makler,368.7,309.83
978,Wohngebaeude,PartnerB,2020-11-26,2022-02-02,active,164000,150,Vergleichsportal,142.8,120.0
979,Wohngebaeude,PartnerA,2020-05-15,2022-05-18,active,311000,150,Makler,167.84,141.04
980,Wohngebaeude,PartnerB,2020-11-20,2022-08-03,active,658000,1000,Makler,666.86,560.39
981,Wohngebaeude,PartnerB,2021-12-23,2023-01-09,auto_issued,628000,150,Makler,368.86,309.97
982,Wohngebaeude,PartnerC,2021-04-06,2024-12-31,auto_issued,865000,150,Makler,739.89,621.76
983,Wohngebaeude,PartnerB,2020-03-31,2022-09-25,active,460000,300,Makler,244.03,205.07
984,Wohngebaeude,PartnerA,2023-05-22,2024-11-16,active,643000,300,Makler,464.1,390.0
985,Wohngebaeude,PartnerA,2020-01-22,2023-07-11,cancelled,951000,300,Makler,867.22,728.76
986,Wohngebaeude,PartnerA,2021-03-03,2023-04-16,active,713000,150,Makler,591.51,497.07
987,Wohngebaeude,PartnerA,2022-05-24,2024-03-07,active,902000,300,Makler,560.04,470.62
988,Wohngebaeude,PartnerA,2022-06-22,2024-04-24,active,846000,150,Vergleichsportal,514.56,432.4
989,Wohngebaeude,PartnerC,2023-07-22,2024-12-31,active,511000,300,Makler,501.86,421.73
990,Wohngebaeude,PartnerA,2022-09-10,2024-12-31,active,378000,300,Makler,315.56,265.18
991,Wohngebaeude,PartnerB,2021-01-21,2022-09-10,auto_issued,958000,500,Vergleichsportal,688.68,578.72
992,Wohngebaeude,PartnerA,2023-04-14,2024-12-31,active,216000,150,Makler,239.92,201.61
993,Wohngebaeude,PartnerB,2023-11-27,2024-12-31,active,687000,150,Makler,544.96,457.95
994,Wohngebaeude,PartnerA,2022-04-08,2024-12-31,auto_issued,695000,500,Direkt,583.45,490.29
995,Wohngebaeude,PartnerA,2022-09-22,2024-12-31,active,483000,300,Direkt,482.53,405.49
996,Wohngebaeude,PartnerA,2021-08-31,2024-12-31,active,798000,150,Makler,631.07,530.31
997,Wohngebaeude,PartnerB,2022-12-15,2024-12-31,active,471000,500,Makler,441.0,370.59
998,Wohngebaeude,PartnerA,2021-06-24,2024-05-02,active,991000,150,Makler,810.69,681.25
999,Wohngebaeude,PartnerC,2023-12-15,2024-12-31,active,978000,150,Makler,620.61,521.52
1000,Wohngebaeude,PartnerA,2021-04-20,2024-10-19,cancelled,337000,500,Makler,276.88,232.67
1001,Wohngebaeude,PartnerA,2020-02-17,2022-06-08,active,653000,300,Makler,396.22,332.96
1002,Wohngebaeude,PartnerA,2023-09-20,2024-12-31,active,613000,300,Direkt,553.99,465.54
1003,Wohngebaeude,PartnerA,2023-05-11,2024-12-31,active,718000,300,Direkt,611.6,513.95
1004,Wohngebaeude,PartnerC,2023-02-12,2024-12-31,active,804000,300,Vergleichsportal,546.89,459.57
1005,Wohngebaeude,PartnerA,2021-12-09,2023-11-16,auto_issued,286000,150,Makler,166.79,140.16
1006,Wohngebaeude,PartnerA,2020-09-28,2023-01-02,auto_issued,164000,150,Direkt,142.8,120.0
1007,Wohngebaeude,PartnerB,2020-11-27,2024-02-01,active,519000,300,Direkt,444.16,373.24
1008,Wohngebaeude,PartnerB,2023-06-27,2024-12-31,active,617000,500,Direkt,486.69,408.98
1009,Wohngebaeude,PartnerB,2023-05-13,2024-12-31,active,194000,300,Vergleichsportal,187.66,157.7
1010,Wohngebaeude,PartnerB,2021-09-11,2023-04-26,active,945000,300,Vergleichsportal,680.3,571.68
1011,Wohngebaeude,PartnerB,2020-06-15,2023-03-29,active,189000,300,Makler,170.69,143.44
1012,Wohngebaeude,PartnerC,2023-03-31,2024-12-31,active,555000,1000,Makler,424.59,356.8
1013,Wohngebaeude,PartnerC,2022-06-03,2024-11-17,active,813000,300,Direkt,451.01,379.0
1014,Wohngebaeude,PartnerB,2023-11-25,2024-12-31,active,838000,150,Makler,709.29,596.04
1015,Wohngebaeude,PartnerA,2023-10-28,2024-12-31,auto_issued,292000,150,Makler,216.39,181.84
1016,Wohngebaeude,PartnerB,2021-05-23,2023-10-06,active,363000,500,Direkt,251.04,210.96
1017,Wohngebaeude,PartnerA,2021-11-28,2023-08-26,active,657000,150,Makler,536.44,450.79
1018,Wohngebaeude,PartnerC,2020-01-02,2021-11-30,active,492000,300,Makler,463.9,389.83
1019,Wohngebaeude,PartnerA,2020-10-12,2024-02-27,cancelled,175000,150,Makler,142.8,120.0
1020,Wohngebaeude,PartnerB,2023-04-04,2024-12-31,active,419000,150,Direkt,451.05,379.03
1021,Wohngebaeude,PartnerA,2021-01-22,2022-05-23,active,843000,300,Direkt,615.74,517.43
1022,Wohngebaeude,PartnerC,2020-05-26,2022-06-16,auto_issued,719000,300,Makler,430.8,362.02
1023,Wohngebaeude,PartnerA,2023-01-19,2024-12-31,active,390000,150,Direkt,315.79,265.37
1024,Wohngebaeude,PartnerB,2020-11-27,2022-07-18,active,933000,500,Makler,484.27,406.95
1025,Wohngebaeude,PartnerC,2022-08-10,2024-12-31,active,790000,150,Makler,654.31,549.84
1026,Wohngebaeude,PartnerA,2020-11-20,2024-06-16,active,154000,300,Makler,143.24,120.37
1027,Wohngebaeude,PartnerB,2021-12-14,2024-12-31,active,618000,500,Makler,596.74,501.46
1028,Wohngebaeude,PartnerB,2020-05-26,2021-11-05,auto_issued,543000,500,Vergleichsportal,542.66,456.02
1029,Wohngebaeude,PartnerB,2020-01-06,2023-06-08,auto_issued,789000,150,Direkt,829.56,697.11
1030,Wohngebaeude,PartnerC,2021-10-06,2024-12-31,active,768000,1000,Direkt,423.0,355.46
1031,Wohngebaeude,PartnerA,2023-02-07,2024-12-31,active,974000,150,Makler,651.94,547.85
1032,Wohngebaeude,PartnerB,2021-04-03,2023-02-21,active,410000,500,Makler,220.14,184.99
1033,Wohngebaeude,PartnerA,2020-01-03,2023-05-12,active,711000,500,Direkt,750.39,630.58
1034,Wohngebaeude,PartnerA,2020-07-22,2022-05-10,auto_issued,918000,300,Makler,752.78,632.59
1035,Wohngebaeude,PartnerB,2023-11-30,2024-12-31,active,361000,1000,Makler,187.66,157.7
1036,Wohngebaeude,PartnerC,2021-01-18,2024-08-05,cancelled,864000,150,Direkt,551.67,463.59
1037,Wohngebaeude,PartnerA,2022-10-02,2024-12-31,active,436000,150,Makler,464.61,390.43
1038,Wohngebaeude,PartnerB,2023-05-09,2024-12-31,active,725000,150,Makler,634.98,533.6
1039,Wohngebaeude,PartnerA,2022-12-15,2024-12-31,active,259000,150,Makler,170.3,143.11
1040,Wohngebaeude,PartnerB,2022-11-11,2024-12-31,auto_issued,703000,500,Makler,583.96,490.72
1041,Wohngebaeude,PartnerC,2023-03-02,2024-12-31,auto_issued,340000,150,Makler,342.05,287.44
1042,Wohngebaeude,PartnerB,2023-03-24,2024-10-07,cancelled,991000,500,Direkt,533.52,448.34
1043,Wohngebaeude,PartnerA,2021-08-01,2024-04-25,active,246000,1000,Makler,161.13,135.4
1044,Wohngebaeude,PartnerA,2022-12-31,2024-12-31,active,357000,150,Makler,228.53,192.04
1045,Wohngebaeude,PartnerB,2023-08-07,2024-12-31,active,780000,150,Makler,552.62,464.39
1046,Wohngebaeude,PartnerA,2023-04-27,2024-12-31,active,805000,300,Makler,426.77,358.63
1047,Wohngebaeude,PartnerC,2021-07-30,2024-12-31,active,665000,150,Makler,691.15,580.8
1048,Wohngebaeude,PartnerB,2022-11-24,2024-12-31,auto_issued,900000,300,Makler,937.91,788.16
1049,Wohngebaeude,PartnerB,2022-04-24,2023-09-02,active,773000,300,Direkt,487.0,409.24
1050,Wohngebaeude,PartnerA,2023-04-25,2024-12-31,active,403000,150,Makler,331.72,278.76
1051,Wohngebaeude,PartnerB,2023-12-15,2024-12-31,active,201000,300,Direkt,160.67,135.02
1052,Wohngebaeude,PartnerA,2023-08-21,2024-12-31,active,244000,500,Makler,202.55,170.21
1053,Wohngebaeude,PartnerB,2023-06-10,2024-12-31,active,493000,150,Vergleichsportal,304.22,255.65
1054,Wohngebaeude,PartnerA,2022-05-27,2023-05-31,auto_issued,541000,300,Makler,455.87,383.08
1055,Wohngebaeude,PartnerB,2023-01-01,2024-11-09,active,710000,150,Makler,468.94,394.07
1056,Wohngebaeude,PartnerA,2022-10-14,2024-12-31,active,963000,300,Makler,713.19,599.32
1057,Wohngebaeude,PartnerA,2021-11-17,2023-12-04,auto_issued,710000,150,Makler,729.07,612.66
1058,Wohngebaeude,PartnerB,2021-02-14,2023-06-25,active,338000,500,Makler,335.48,281.92
1059,Wohngebaeude,PartnerA,2021-12-26,2024-12-31,active,694000,300,Direkt,475.27,399.39
1060,Wohngebaeude,PartnerB,2020-07-28,2023-04-11,active,785000,150,Makler,792.03,665.57
1061,Wohngebaeude,PartnerA,2021-06-15,2023-05-22,active,379000,500,Makler,319.29,268.31
1062,Wohngebaeude,PartnerA,2020-10-16,2022-03-03,cancelled,572000,300,Vergleichsportal,511.65,429.96
1063,Wohngebaeude,PartnerB,2020-02-03,2022-12-18,active,637000,500,Direkt,654.21,549.76
1064,Wohngebaeude,PartnerB,2023-10-18,2024-12-31,active,237000,1000,Makler,203.18,170.74
1065,Wohngebaeude,PartnerC,2021-09-24,2023-04-24,active,775000,300,Makler,703.5,591.18
1066,Wohngebaeude,PartnerA,2020-05-09,2021-12-01,active,788000,150,Makler,858.04,721.04
1067,Wohngebaeude,PartnerB,2022-09-29,2024-12-26,active,625000,500,Makler,651.32,547.33
1068,Wohngebaeude,PartnerA,2023-05-26,2024-12-31,active,964000,300,Makler,1009.6,848.4
1069,Wohngebaeude,PartnerB,2023-04-27,2024-12-31,active,926000,150,Makler,581.76,488.87
1070,Wohngebaeude,PartnerA,2021-04-01,2022-07-25,active,604000,150,Direkt,534.86,449.46
1071,Wohngebaeude,PartnerA,2023-12-04,2024-12-31,auto_issued,532000,150,Makler,486.65,408.95
1072,Wohngebaeude,PartnerA,2022-07-19,2024-12-22,active,433000,300,Vergleichsportal,390.82,328.42
1073,Wohngebaeude,PartnerA,2020-08-12,2024-06-13,active,199000,150,Makler,196.15,164.83
1074,Wohngebaeude,PartnerB,2022-04-01,2024-12-31,auto_issued,266000,300,Makler,187.26,157.36
1075,Wohngebaeude,PartnerA,2022-03-13,2024-12-31,active,366000,500,Makler,327.96,275.6
1076,Wohngebaeude,PartnerC,2022-02-17,2024-09-23,active,395000,300,Vergleichsportal,375.49,315.54
1077,Wohngebaeude,PartnerA,2022-10-27,2024-12-31,active,728000,300,Makler,598.26,502.74
1078,Wohngebaeude,PartnerB,2021-11-28,2023-11-15,cancelled,520000,150,Vergleichsportal,541.2,454.79
1079,Wohngebaeude,PartnerC,2020-04-09,2023-03-22,active,813000,300,Makler,696.35,585.17
1080,Wohngebaeude,PartnerA,2020-09-18,2022-11-27,active,349000,500,Makler,341.68,287.13
1081,Wohngebaeude,PartnerC,2022-08-27,2024-12-31,active,704000,300,Makler,710.13,596.75
1082,Wohngebaeude,PartnerA,2021-06-15,2024-04-25,auto_issued,959000,150,Makler,1025.4,861.68
1083,Wohngebaeude,PartnerA,2021-11-08,2024-03-19,active,647000,150,Makler,523.47,439.89
1084,Wohngebaeude,PartnerA,2021-10-08,2024-12-31,active,877000,500,Makler,674.58,566.87
1085,Wohngebaeude,PartnerA,2021-03-26,2024-10-24,auto_issued,589000,150,Makler,324.99,273.1
1086,Wohngebaeude,PartnerA,2021-11-10,2024-11-06,active,204000,150,Vergleichsportal,185.24,155.66
1087,Wohngebaeude,PartnerA,2020-01-26,2021-06-27,active,772000,150,Makler,758.64,637.51
1088,Wohngebaeude,PartnerC,2022-03-16,2024-01-03,auto_issued,678000,150,Makler,402.37,338.13
1089,Wohngebaeude,PartnerC,2022-06-30,2024-11-16,active,595000,150,Makler,331.77,278.8
1090,Wohngebaeude,PartnerA,2020-01-21,2022-02-10,active,343000,300,Makler,273.26,229.63
1091,Wohngebaeude,PartnerC,2022-11-23,2024-12-31,active,997000,1000,Makler,499.61,419.84
1092,Wohngebaeude,PartnerA,2020-06-06,2022-09-26,active,901000,300,Makler,787.32,661.61
1093,Wohngebaeude,PartnerC,2021-05-29,2022-12-12,active,619000,1000,Makler,462.27,388.46
1094,Wohngebaeude,PartnerC,2022-06-15,2024-12-31,active,596000,150,Makler,551.41,463.37
1095,Wohngebaeude,PartnerC,2023-06-15,2024-12-31,auto_issued,967000,150,Vergleichsportal,610.49,513.02
1096,Wohngebaeude,PartnerA,2022-02-26,2023-12-19,active,501000,150,Makler,489.72,411.53
1097,Wohngebaeude,PartnerA,2020-05-20,2023-08-17,active,956000,500,Direkt,731.08,614.35
1098,Wohngebaeude,PartnerA,2023-06-09,2024-12-31,auto_issued,250000,500,Makler,246.23,206.92
1099,Wohngebaeude,PartnerA,2021-10-03,2024-10-28,auto_issued,772000,300,Makler,786.91,661.27
1100,Wohngebaeude,PartnerB,2023-02-03,2024-11-12,active,669000,500,Makler,482.02,405.06
1101,Wohngebaeude,PartnerB,2022-03-19,2023-10-12,active,665000,150,Direkt,735.55,618.11
1102,Wohngebaeude,PartnerA,2022-11-21,2024-12-31,auto_issued,448000,150,Direkt,338.31,284.29
1103,Wohngebaeude,PartnerA,2022-07-24,2024-12-31,active,790000,300,Direkt,721.51,606.31
1104,Wohngebaeude,PartnerB,2020-02-28,2022-03-14,auto_issued,546000,1000,Makler,386.37,324.68
1105,Wohngebaeude,PartnerA,2021-07-22,2024-07-02,active,692000,150,Makler,728.96,612.57
1106,Wohngebaeude,PartnerB,2021-10-12,2023-02-24,active,341000,500,Makler,283.86,238.54
1107,Wohngebaeude,PartnerB,2021-09-24,2024-04-07,active,999000,150,Direkt,567.42,476.82
1108,Wohngebaeude,PartnerA,2021-07-19,2024-12-31,active,904000,500,Makler,791.65,665.25
